tmkey,tlkey,office,gender,age,gender_l,office_l,age_l,lc1,lc2,lc3,lc4,lc5,lc6,lc7,lc8,lct0,as1,as2,as3,as4,as5,as6,as7,lmx1,lmx2,lmx3,lmx4,lmx5,lmx6,lmx7,lmxt2,otenure_l,ttenure_l,tm_oten,tm_tten,otenure,ttenure,extrav1,extrav2,extrav3,extrav4,cons1,cons2,cons3,cons4,neuro1,neuro2,neuro3,neuro4,intel1,intel2,intel3,intel4,extrav,cons,neuro,intel,pla
5569,1050,9,4,5,2,9,3,4,4,4,4,4,3,3,3,3.63,3,3,4,4,4,4,3,4,4,4,3,4,4,4,3.86,9 ans,2 ans,204,12,17 ans,1 an,4,5,4,5,4,5,5,5,1,2,1,2,4,5,3,4,4.5,4.75,1.5,4,4
5570,1050,9,4,2,2,9,3,4,4,5,4,5,3,4,4,4.13,4,3,3,4,3,4,3,4,4,4,4,4,4,5,4.14,9 ans,2 ans,36,36,3,3,4,5,4,5,4,5,5,5,1,2,1,2,4,5,3,4,4.5,4.75,1.5,4,4.75
5571,1050,9,4,5,2,9,3,5,4,5,4,4,4,4,4,4.25,4,3,5,5,4,5,4,5,5,5,4,5,4,5,4.71,9 ans,2 ans,396,216,33,18,4,5,4,5,4,5,5,5,1,2,1,2,4,5,3,4,4.5,4.75,1.5,4,4.625
5572,1050,9,4,3,2,9,3,5,5,5,4,4,4,4,3,4.25,5,5,4,5,5,5,3,3,5,5,3,5,5,5,4.43,9 ans,2 ans,24,24,2,2,4,5,4,5,4,5,5,5,1,2,1,2,4,5,3,4,4.5,4.75,1.5,4,5
5573,1050,9,4,5,2,9,3,5,5,5,5,5,1,5,5,4.5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9 ans,2 ans,360,360,30 ans,30 ans,4,5,4,5,4,5,5,5,1,2,1,2,4,5,3,4,4.5,4.75,1.5,4,5
5574,1050,9,4,3,2,9,3,4,4,4,4,4,4,4,3,3.88,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,9 ans,2 ans,168,24,14,2,4,5,4,5,4,5,5,5,1,2,1,2,4,5,3,4,4.5,4.75,1.5,4,4
5575,1050,9,3,5,2,9,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4,4,4,4,4,4,4,9 ans,2 ans,528,48,44,4,4,5,4,5,4,5,5,5,1,2,1,2,4,5,3,4,4.5,4.75,1.5,4,4
5576,2004,9,4,5,2,9,,4,4,4,4,4,4,4,1,3.63,4,4,4,4,4,4,4,5,5,5,1,4,5,5,4.29,,,480,60,40 ann̩es,5 ann̩es, , , , , , , , , , , , , , , , , , , , ,4.75
5577,2004,9,3,3,2,9,,4,4,5,5,5,5,5,3,4.5,4,4,4,4,3,3,4,5,5,5,5,5,5,5,5,,,36,36,3 ans,3 ans, , , , , , , , , , , , , , , , , , , , ,5
5578,2004,9,4,4,2,9,,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,,,228,96,19 ans,8ans, , , , , , , , , , , , , , , , , , , , ,4.125
5579,2004,9,4,3,2,9,,4,4,4,4,3,4,4,3,3.75,4,4,5,4,4,4,5,5,5,5,3,4,3,5,4.29,,,132,60,11 ans,5 ans, , , , , , , , , , , , , , , , , , , , ,5
5580,2004,9,4,4,2,9,,4,4,4,4,4,4,4,3,3.88,4,4,4,4,4,4,3,5,5,5,3,5,3,5,4.43,,,360,180,30 ans,15 ans, , , , , , , , , , , , , , , , , , , , ,5
5581,2004,9,4,3,2,9,,4,4,4,4,4,4,4,2,3.75,,,,,,,,,,,,,,,,,,72,36,6,3, , , , , , , , , , , , , , , , , , , , ,3.625
5582,2004,9,4,4,2,9,,4,4,4,4,4,4,4,3,3.88,4,4,4,4,4,4,4,4,3,4,3,3,4,4,3.57,,,372,372,31 ans,31 ans, , , , , , , , , , , , , , , , , , , , ,4
5583,1079,9,4,5,2,9,3,3,4,5,5,5,3,5,3,4.13,5,4,5,5,5,5,3,5,5,5,5,5,5,5,5,1 1/2,4 mois,24,24,2 ans,2 ans,4,2,4,4,5,5,5,5,1,3,1,1,1,3,3,2,3.5,5,1.5,2.25,5
5584,1079,9,4,3,2,9,3,3,4,4,3,3,3,4,3,3.38,5,4,4,4,4,4,3,2,2,2,2,2,2,2,2,1 1/2,4 mois,180,180,15,15,4,2,4,4,5,5,5,5,1,3,1,1,1,3,3,2,3.5,5,1.5,2.25,3
5585,1079,9,4,4,2,9,3,4,4,4,4,4,2,4,3,3.63,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,1 1/2,4 mois,276,276,23,23,4,2,4,4,5,5,5,5,1,3,1,1,1,3,3,2,3.5,5,1.5,2.25,4
5586,1079,9,4,2,2,9,3,4,4,4,4,3,4,4,2,3.63,4,4,4,3,3,3,4,4,4,4,2,3,2,3,3.14,1 1/2,4 mois,120,48,10,4,4,2,4,4,5,5,5,5,1,3,1,1,1,3,3,2,3.5,5,1.5,2.25,3.5
5587,1079,9,4,2,2,9,3,5,5,5,5,5,5,5,4,4.88,,,,,,,,,,,,,,,,1 1/2,4 mois,24,24,2 ans,2 ans,4,2,4,4,5,5,5,5,1,3,1,1,1,3,3,2,3.5,5,1.5,2.25,5
5588,1079,9,4,4,2,9,3,5,5,5,5,5,5,5,5,5,3,4,5,4,4,4,5,4,4,4,4,4,4,4,4,1 1/2,4 mois,192,192,16 ans,16 ans,4,2,4,4,5,5,5,5,1,3,1,1,1,3,3,2,3.5,5,1.5,2.25,5
5589,1079,9,4,5,2,9,3,5,5,5,5,5,4,5,3,4.63,,,,,,,,,,,,,,,,1 1/2,4 mois,192,192,16 ans,16 ans,4,2,4,4,5,5,5,5,1,3,1,1,1,3,3,2,3.5,5,1.5,2.25,4
5590,1079,9,4,3,2,9,3,5,4,5,5,4,3,4,3,4.13,4,4,4,3,3,3,4,4,3,4,4,4,4,4,3.86,1 1/2,4 mois,60,60,5,5,4,2,4,4,5,5,5,5,1,3,1,1,1,3,3,2,3.5,5,1.5,2.25,4.25
5591,1079,9,4,4,2,9,3,3,3,5,4,4,4,5,3,3.88,,,,,,,,,,,,,,,,1 1/2,4 mois,120,48,10,4,4,2,4,4,5,5,5,5,1,3,1,1,1,3,3,2,3.5,5,1.5,2.25,3
5592,1079,9,4,3,2,9,3,3,4,4,4,4,4,4,4,3.88,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,1 1/2,4 mois,72,48,6,4,4,2,4,4,5,5,5,5,1,3,1,1,1,3,3,2,3.5,5,1.5,2.25,4
5593,1107,9,4,2,2,9,2,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,1,60,60,5,5, , , , , , , , , , , , , , , , , , , , ,4
5594,1107,9,4,3,2,9,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,4,4,5,4.43,10,1,12,12,1,1, , , , , , , , , , , , , , , , , , , , ,5
5595,1107,9,4,2,2,9,2,4,4,5,5,5,5,5,5,4.75,3,4,4,3,3,3,4,5,5,5,3,5,4,5,4.57,10,1,12,12,-1 an,-1an, , , , , , , , , , , , , , , , , , , , ,5
5596,1107,9,4,4,2,9,2,5,5,5,5,5,4,5,4,4.75,4,4,4,4,4,4,2,5,5,5,5,5,5,5,5,10,1,96,96,8 ans,8 ans, , , , , , , , , , , , , , , , , , , , ,
5597,1107,9,3,1,2,9,2,5,5,5,4,4,4,5,5,4.63,,,,,,,,,,,,,,,,10,1,12,12,1,1, , , , , , , , , , , , , , , , , , , , ,
5598,1107,9,3,,2,9,2,,,,,,,,,,4,4,4,4,5,4,3,5,5,5,5,5,5,5,5,10,1, , ,,, , , , , , , , , , , , , , , , , , , , ,4.125
5599,1107,9,4,2,2,9,2,4,4,4,4,4,4,4,3,3.88,,,,,,,,,,,,,,,,10,1,12,12,1,1, , , , , , , , , , , , , , , , , , , , ,4.5
5600,1037,10,4,5,1,10,4,5,5,5,5,5,5,5,5,5,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,14,10,84,84,7 ans,7 ans,3,4,2,4,1,5,4,4,1,3,1,2,2,3,3,3,3.25,3.5,1.75,2.75,5
5601,1037,10,3,2,1,10,4,3,4,4,4,5,3,4,2,3.63,4,4,4,4,4,4,4,2,3,2,4,4,4,4,3.29,14,10,72,72,6,6,3,4,2,4,1,5,4,4,1,3,1,2,2,3,3,3,3.25,3.5,1.75,2.75,4
5602,1037,10,3,5,1,10,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,4,4,3,4,4,4,3.71,14,10,168,168,14,14,3,4,2,4,1,5,4,4,1,3,1,2,2,3,3,3,3.25,3.5,1.75,2.75,3.25
5603,1037,10,4,4,1,10,4,4,4,4,4,4,4,4,1,3.63,4,2,5,4,4,4,4,3,3,4,4,4,4,4,3.71,14,10,300,192,25 ans,16 ans,3,4,2,4,1,5,4,4,1,3,1,2,2,3,3,3,3.25,3.5,1.75,2.75,4.5
5604,1037,10,4,4,1,10,4,4,4,4,4,4,5,4,3,4,5,4,5,3,4,3,5,4,4,5,5,5,5,5,4.71,14,10,324,264,27 ans,22,3,4,2,4,1,5,4,4,1,3,1,2,2,3,3,3,3.25,3.5,1.75,2.75,5
5605,1037,10,4,4,1,10,4,3,2,2,3,1,4,4,2,2.63,4,2,5,4,4,4,4,4,3,4,3,4,3,4,3.57,14,10,42,42,3.5 ans,3.5 ans,3,4,2,4,1,5,4,4,1,3,1,2,2,3,3,3,3.25,3.5,1.75,2.75,4.375
5606,1037,10,4,2,1,10,4,4,4,4,4,4,4,4,1,3.63,,,,,,,,,,,,,,,,14,10,12,12,1,1,3,4,2,4,1,5,4,4,1,3,1,2,2,3,3,3,3.25,3.5,1.75,2.75,
5607,1037,10,3,5,1,10,4,4,4,3,4,4,5,5,3,4,,,,,,,,,,,,,,,,14,10,216,216,18,18,3,4,2,4,1,5,4,4,1,3,1,2,2,3,3,3,3.25,3.5,1.75,2.75,4.125
5608,1037,10,3,2,1,10,4,3,4,5,4,5,4,5,3,4.13,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,14,10,72,72,6,6,3,4,2,4,1,5,4,4,1,3,1,2,2,3,3,3,3.25,3.5,1.75,2.75,4.875
5609,1020,10,3,4,1,10,3,2,2,3,3,4,3,4,1,2.75,4,4,4,4,4,4,4,2,2,4,4,4,4,4,3.43,1 an 6 mois,1 an,60,60,5 ans,5 ans, , , , , , , , , , , , , , , , , , , , ,4
5610,1020,10,3,2,1,10,3,4,4,4,4,4,4,5,2,3.88,4,4,5,4,4,4,5,3,3,4,4,4,4,3,3.57,1 an 6 mois,1 an,60,60,5,5, , , , , , , , , , , , , , , , , , , , ,4.125
5611,1020,10,4,1,1,10,3,1,1,1,1,1,1,3,1,1.25,,,,,,,,,,,,,,,,1 an 6 mois,1 an,24,6,2,6 mois, , , , , , , , , , , , , , , , , , , , ,4
5612,1020,10,4,3,1,10,3,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,1 an 6 mois,1 an,90,2,7 ans1/2,2 mois, , , , , , , , , , , , , , , , , , , , ,4
5613,1020,10,3,4,1,10,3,4,4,4,4,3,3,3,2,3.38,4,4,4,4,4,4,4,3,3,3,3,4,4,4,3.43,1 an 6 mois,1 an,84,84,7,7, , , , , , , , , , , , , , , , , , , , ,4
5614,1020,10,3,2,1,10,3,4,4,4,3,3,4,4,2,3.5,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,1 an 6 mois,1 an,180,120,15 ans,10 ans, , , , , , , , , , , , , , , , , , , , ,4.875
5615,1020,10,4,3,1,10,3,3,3,4,4,4,4,3,3,3.5,3,3,4,4,4,4,5,3,3,3,4,5,4,4,3.71,1 an 6 mois,1 an,12,12,1,1, , , , , , , , , , , , , , , , , , , , ,4
5616,1020,10,3,2,1,10,3,4,4,4,4,4,4,4,2,3.75,4,3,4,2,4,4,4,4,3,4,4,4,4,3,3.71,1 an 6 mois,1 an,84,48,7 ans,4 ans, , , , , , , , , , , , , , , , , , , , ,3.375
5617,1034,2,4,4,1,2,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,15,8,204,204,17,17, , , , , , , , , , , , , , , , , , , , ,
5619,1034,2,4,3,1,2,3,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,15,8,192,192,16,16, , , , , , , , , , , , , , , , , , , , ,4.125
5620,1034,2,4,3,1,2,3,4,4,4,4,4,4,4,2,3.75,,,,,,,,,,,,,,,,15,8,156,24,13 ans,2 ans, , , , , , , , , , , , , , , , , , , , ,
5621,1034,2,4,4,1,2,3,3,4,4,3,4,4,4,3,3.63,,,,,,,,,,,,,,,,15,8,24,24,2,2, , , , , , , , , , , , , , , , , , , , ,
5622,1034,2,4,2,1,2,3,4,4,4,4,4,4,4,2,3.75,,,,,,,,,,,,,,,,15,8,84,84,7 ans,7 ans, , , , , , , , , , , , , , , , , , , , ,
5623,1034,2,4,3,1,2,3,4,4,3,4,4,4,4,3,3.75,,,,,,,,,,,,,,,,15,8,204,120,17 ans,10 ans, , , , , , , , , , , , , , , , , , , , ,4
5624,1034,2,4,3,1,2,3,5,5,4,4,5,5,4,3,4.38,,,,,,,,,,,,,,,,15,8,12,12,1 an,1an, , , , , , , , , , , , , , , , , , , , ,
5625,1034,2,4,5,1,2,3,4,4,5,4,5,4,5,3,4.25,,,,,,,,,,,,,,,,15,8,300,24,25,2, , , , , , , , , , , , , , , , , , , , ,
5626,1034,2,3,3,1,2,3,4,4,4,4,4,3,4,2,3.63,,,,,,,,,,,,,,,,15,8,192,192,16,16, , , , , , , , , , , , , , , , , , , , ,
5627,1071,4,3,5,1,4,5,4,4,4,4,4,3,4,3,3.75,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,28 ans,20 ans,480,24,40 ans en assurance 2 ans chez charlebois,2 ans,4,3,4,5,4,5,5,5,1,3,1,2,4,3,1,5,4,4.75,1.75,3.25,5
5628,1071,4,3,5,1,4,5,4,4,5,5,5,4,4,4,4.38,,,,,,,,,,,,,,,,28 ans,20 ans,300,276,25,23,4,3,4,5,4,5,5,5,1,3,1,2,4,3,1,5,4,4.75,1.75,3.25,5
5629,1071,4,4,5,1,4,5,4,4,4,3,4,4,4,3,3.75,4,4,5,3,4,4,5,5,5,5,3,5,4,5,4.57,28 ans,20 ans,456,24,38,2,4,3,4,5,4,5,5,5,1,3,1,2,4,3,1,5,4,4.75,1.75,3.25,5
5630,1071,4,4,3,1,4,5,4,4,4,4,4,3,3,4,3.75,,,,,,,,,,,,,,,,28 ans,20 ans,144,12,12,1,4,3,4,5,4,5,5,5,1,3,1,2,4,3,1,5,4,4.75,1.75,3.25,4
5631,1071,4,4,3,1,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,3,4,3.57,28 ans,20 ans,180,96,15,8,4,3,4,5,4,5,5,5,1,3,1,2,4,3,1,5,4,4.75,1.75,3.25,4
5632,1071,4,4,3,1,4,5,4,4,4,4,5,4,5,3,4.13,,,,,,,,,,,,,,,,28 ans,20 ans,24,24,2,2,4,3,4,5,4,5,5,5,1,3,1,2,4,3,1,5,4,4.75,1.75,3.25,5
5633,1071,4,4,4,1,4,5,4,4,4,4,3,3,4,4,3.75,3,3,4,4,3,4,3,4,4,4,3,5,4,4,4,28 ans,20 ans,396,180,33 ann̩es comme courtier de dommages,15 ann̩es avec le cabinet CT,4,3,4,5,4,5,5,5,1,3,1,2,4,3,1,5,4,4.75,1.75,3.25,4.875
5634,1071,4,4,2,1,4,5,5,5,5,4,4,4,4,4,4.38,,,,,,,,,,,,,,,,28 ans,20 ans,96,12,8 ans,1 an,4,3,4,5,4,5,5,5,1,3,1,2,4,3,1,5,4,4.75,1.75,3.25,
5635,1015,3,3,,1,3,5,,,,,,,,,,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,40,5, , ,,, , , , , , , , , , , , , , , , , , , , ,
5636,1015,3,3,4,1,3,5,4,4,4,4,4,2,3,3,3.5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,40,5,3,3,3 mois,3 mois, , , , , , , , , , , , , , , , , , , , ,4
5637,1015,3,4,5,1,3,5,4,3,3,3,4,4,2,2,3.13,4,3,4,4,4,4,5,1,1,3,4,4,3,3,2.71,40,5,300,24,25,2, , , , , , , , , , , , , , , , , , , , ,3.625
5638,1015,3,3,3,1,3,5,4,4,4,4,4,4,4,2,3.75,4,4,5,4,5,5,4,4,4,4,4,4,4,4,4,40,5,180,60,15,5, , , , , , , , , , , , , , , , , , , , ,4
5639,1015,3,4,5,1,3,5,4,4,4,4,4,4,4,3,3.88,,,,,,,,,,,,,,,,40,5,36,36,3 ans,3 ans, , , , , , , , , , , , , , , , , , , , ,4
5640,1015,3,4,5,1,3,5,3,3,3,3,4,4,4,3,3.38,,,,,,,,,,,,,,,,40,5,264,264,22,22, , , , , , , , , , , , , , , , , , , , ,3
5641,1015,3,3,3,1,3,5,5,4,4,4,4,5,5,4,4.38,4,5,5,5,5,5,5,4,5,5,5,5,5,5,4.86,40,5,264,264,22,22, , , , , , , , , , , , , , , , , , , , ,4.625
5642,1015,3,3,3,1,3,5,4,4,4,4,3,4,4,2,3.63,,,,,,,,,,,,,,,,40,5,108,108,9 ans,9 ans, , , , , , , , , , , , , , , , , , , , ,
5643,1015,3,4,4,1,3,5,4,4,3,4,4,3,2,2,3.25,4,3,4,3,3,4,4,1,1,1,5,5,4,4,3,40,5,132,132,11,11, , , , , , , , , , , , , , , , , , , , ,4.875
5644,1015,3,4,2,1,3,5,4,4,4,4,4,4,4,3,3.88,3,3,4,3,3,3,3,4,4,4,4,4,4,4,4,40,5,4,4,0,0, , , , , , , , , , , , , , , , , , , , ,4
5645,1015,3,3,3,1,3,5,5,5,5,5,5,4,5,4,4.75,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4.86,40,5,4,4,0,0, , , , , , , , , , , , , , , , , , , , ,5
5646,1015,3,4,2,1,3,5,3,4,3,3,4,2,4,1,3,4,4,5,4,3,4,4,3,3,3,3,3,3,3,3,40,5,132,132,11,11, , , , , , , , , , , , , , , , , , , , ,4
5647,1015,3,3,2,1,3,5,4,2,3,2,2,4,1,1,2.38,4,4,4,4,4,4,4,2,2,2,4,4,4,3,3,40,5,18,18,1.5,1.5, , , , , , , , , , , , , , , , , , , , ,3.5
5648,1015,3,3,3,1,3,5,4,4,3,3,3,3,3,2,3.13,,,,,,,,,,,,,,,,40,5,108,24,9 ans,2 ans, , , , , , , , , , , , , , , , , , , , ,4.625
5649,1101,7,3,4,2,7,7,3,3,3,3,1,3,3,3,2.75,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,21 ans,15 ans,1,1,3 semaines,3 senmaines,3,4,3,4,3,5,5,5,2,2,2,1,3,2,4,5,3.5,4.5,1.75,3.5,5
5650,1101,7,4,4,2,7,7,4,4,4,4,4,4,4,1,3.63,4,3,4,4,4,4,4,4,4,4,3,4,3,4,3.71,21 ans,15 ans,240,156,20,13,3,4,3,4,3,5,5,5,2,2,2,1,3,2,4,5,3.5,4.5,1.75,3.5,5
5651,1101,7,4,2,2,7,7,5,5,5,5,5,5,5,4,4.88,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,21 ans,15 ans,12,12,1 an,1 an,3,4,3,4,3,5,5,5,2,2,2,1,3,2,4,5,3.5,4.5,1.75,3.5,5
5652,1101,7,4,3,2,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,21 ans,15 ans,36,4,3,0,3,4,3,4,3,5,5,5,2,2,2,1,3,2,4,5,3.5,4.5,1.75,3.5,5
5653,1101,7,3,2,2,7,7,5,4,4,3,3,4,3,5,3.88,5,4,5,5,5,5,5,4,3,4,4,4,4,5,4,21 ans,15 ans,24,12,2,1,3,4,3,4,3,5,5,5,2,2,2,1,3,2,4,5,3.5,4.5,1.75,3.5,4
5654,1101,7,4,2,2,7,7,3,3,4,4,2,3,4,1,3,4,2,5,4,3,3,4,2,3,2,5,5,5,3,3.57,21 ans,15 ans,24,12,2,1,3,4,3,4,3,5,5,5,2,2,2,1,3,2,4,5,3.5,4.5,1.75,3.5,5
5655,1101,7,3,2,2,7,7,5,5,5,4,5,4,5,1,4.25,,,,,,,,,,,,,,,,21 ans,15 ans,48,48,4,4,3,4,3,4,3,5,5,5,2,2,2,1,3,2,4,5,3.5,4.5,1.75,3.5,4.625
5656,1101,7,4,5,2,7,7,4,4,4,4,4,4,4,2,3.75,4,4,5,4,4,4,5,4,4,4,3,4,4,4,3.86,21 ans,15 ans,24,1,2 ans,1 an,3,4,3,4,3,5,5,5,2,2,2,1,3,2,4,5,3.5,4.5,1.75,3.5,4.5
5657,1101,7,3,3,2,7,7,4,4,4,3,4,3,4,3,3.63,4,3,4,4,4,4,4,3,3,4,3,4,4,4,3.57,21 ans,15 ans,6,6,6 mois,6 mois,3,4,3,4,3,5,5,5,2,2,2,1,3,2,4,5,3.5,4.5,1.75,3.5,3.875
5658,1101,7,4,2,2,7,7,5,5,5,5,4,4,5,3,4.5,,,,,,,,,,,,,,,,21 ans,15 ans,60,60,5,5,3,4,3,4,3,5,5,5,2,2,2,1,3,2,4,5,3.5,4.5,1.75,3.5,5
5659,1101,7,3,3,2,7,7,4,4,4,4,4,4,4,2,3.75,4,3,4,3,3,3,3,4,4,4,4,4,4,4,4,21 ans,15 ans,60,60,5,5,3,4,3,4,3,5,5,5,2,2,2,1,3,2,4,5,3.5,4.5,1.75,3.5,5
5660,1101,7,4,4,2,7,7,3,4,4,4,4,4,4,1,3.5,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,21 ans,15 ans,240,36,20 ans,3 ans,3,4,3,4,3,5,5,5,2,2,2,1,3,2,4,5,3.5,4.5,1.75,3.5,3.875
5661,1078,6,4,5,2,6,,4,4,4,3,3,2,4,3,3.38,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,,,144,144,12,12,4,4,3,3,4,4,4,4,2,4,2,2,4,2,2,4,3.5,4,2.5,3,4
5662,1078,6,4,5,2,6,,3,3,4,3,4,4,4,2,3.38,4,4,3,4,4,4,4,4,3,5,3,4,4,4,3.86,,,108,108,9 ans,9 ans,4,4,3,3,4,4,4,4,2,4,2,2,4,2,2,4,3.5,4,2.5,3,4.375
5663,1078,6,4,2,2,6,,1,3,3,3,3,3,4,3,2.88,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,,,120,12,10 ans,1 an,4,4,3,3,4,4,4,4,2,4,2,2,4,2,2,4,3.5,4,2.5,3,5
5664,1078,6,3,3,2,6,,3,3,3,4,4,4,4,2,3.38,,,,,,,,,,,,,,,,,,168,168,14 ans,14 ans,4,4,3,3,4,4,4,4,2,4,2,2,4,2,2,4,3.5,4,2.5,3,5
5665,1078,6,4,3,2,6,,4,4,4,4,4,3,4,3,3.75,3,3,4,3,3,3,3,5,5,5,4,5,5,5,4.86,,,24,24,2 ans,2 ans,4,4,3,3,4,4,4,4,2,4,2,2,4,2,2,4,3.5,4,2.5,3,4.625
5666,1078,6,4,6,2,6,,5,5,5,5,5,4,5,3,4.63,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,,,102,102,8.5,8.5,4,4,3,3,4,4,4,4,2,4,2,2,4,2,2,4,3.5,4,2.5,3,5
5667,1078,6,3,3,2,6,,4,4,4,4,4,4,4,3,3.88,4,4,5,5,4,4,5,4,4,4,4,4,4,5,4.14,,,156,24,13,2,4,4,3,3,4,4,4,4,2,4,2,2,4,2,2,4,3.5,4,2.5,3,5
5668,1078,6,3,2,2,6,,4,4,4,4,4,4,4,1,3.63,5,4,4,5,5,4,4,5,4,5,4,5,4,5,4.57,,,120,12,10 ans,1 an,4,4,3,3,4,4,4,4,2,4,2,2,4,2,2,4,3.5,4,2.5,3,4
5669,1078,6,4,4,2,6,,5,5,5,5,5,5,5,3,4.75,4,4,4,3,4,3,4,4,4,4,3,4,4,4,3.86,,,48,1,4 ans,2 semaines,4,4,3,3,4,4,4,4,2,4,2,2,4,2,2,4,3.5,4,2.5,3,5
5670,1078,6,4,5,2,6,,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,,,48,48,4 ans,4 ans,4,4,3,3,4,4,4,4,2,4,2,2,4,2,2,4,3.5,4,2.5,3,4
5671,1078,6,4,4,2,6,,3,4,4,3,4,3,4,2,3.38,4,3,5,3,3,3,4,4,3,4,2,4,4,3,3.43,,,180,120,15 ans,10 ans,4,4,3,3,4,4,4,4,2,4,2,2,4,2,2,4,3.5,4,2.5,3,4
5672,1078,6,3,4,2,6,,4,4,4,4,4,4,4,3,3.88,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,,,36,36,3,3,4,4,3,3,4,4,4,4,2,4,2,2,4,2,2,4,3.5,4,2.5,3,4
5673,1078,6,4,7,2,6,,3,3,4,4,4,3,3,1,3.13,4,2,4,2,2,2,3,5,5,5,5,5,5,5,5,,,144,144,12,12,4,4,3,3,4,4,4,4,2,4,2,2,4,2,2,4,3.5,4,2.5,3,5
5674,1088,6,4,4,1,6,3,3,3,3,3,3,4,4,2,3.13,4,3,4,3,3,3,4,3,3,3,3,3,3,3,3,5,1,360,360,30 ans,30 ans,3,2,2,2,4,3,4,4,3,4,2,2,2,3,3,2,2.25,3.75,2.75,2.5,3.875
5675,1088,6,3,3,1,6,3,5,5,5,5,5,5,5,3,4.75,3,3,5,3,3,3,3,5,5,5,3,5,5,5,4.71,5,1,36,4,3,0,3,2,2,2,4,3,4,4,3,4,2,2,2,3,3,2,2.25,3.75,2.75,2.5,5
5676,1088,6,4,3,1,6,3,4,4,4,4,4,4,4,3,3.88,4,3,4,4,3,3,4,3,3,3,3,4,3,3,3.14,5,1,180,180,15 ans,15 ans,3,2,2,2,4,3,4,4,3,4,2,2,2,3,3,2,2.25,3.75,2.75,2.5,
5677,1088,6,4,3,1,6,3,4,5,5,5,5,5,5,5,4.88,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,1,24,24,2,2,3,2,2,2,4,3,4,4,3,4,2,2,2,3,3,2,2.25,3.75,2.75,2.5,4
5678,1029,5,4,2,1,5,6,1,1,1,1,1,1,1,1,1,4,4,5,5,4,4,4,2,2,3,3,4,3,3,2.86,42,15,30,30,2.5,2.5,3,3,3,4,4,3,4,3,3,2,4,3,4,3,3,5,3.25,3.5,3,3.75,2.5
5679,1029,5,3,5,1,5,6,3,5,4,3,3,5,5,2,3.75,,,,,,,,,,,,,,,,42,15,480,480,40,40,3,3,3,4,4,3,4,3,3,2,4,3,4,3,3,5,3.25,3.5,3,3.75,4.25
5680,1029,5,4,5,1,5,6,1,2,2,2,3,3,3,2,2.25,3,3,5,3,3,3,3,4,4,4,4,4,4,4,4,42,15,204,96,17,8,3,3,3,4,4,3,4,3,3,2,4,3,4,3,3,5,3.25,3.5,3,3.75,4
5681,1029,5,4,5,1,5,6,1,4,4,2,4,4,4,1,3,4,3,5,4,4,4,5,4,4,4,5,5,5,4,4.43,42,15,228,228,19 ans,19 ans,3,3,3,4,4,3,4,3,3,2,4,3,4,3,3,5,3.25,3.5,3,3.75,4
5682,1029,5,4,3,1,5,6,1,1,1,1,2,2,2,1,1.38,5,3,5,3,3,4,4,2,3,3,5,4,3,4,3.43,42,15,180,84,15,7,3,3,3,4,4,3,4,3,3,2,4,3,4,3,3,5,3.25,3.5,3,3.75,3.75
5683,1029,5,3,5,1,5,6,4,4,4,4,4,4,4,3,3.88,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3.86,42,15,468,468,39 ans,39 ans,3,3,3,4,4,3,4,3,3,2,4,3,4,3,3,5,3.25,3.5,3,3.75,3.5
